@ID,CUSTOMER,CATEGORY,CURRENCY,ONLINE.ACTUAL.BAL,WORKING.BALANCE,OPENING.DATE
2000535,100041,6001,XAF,377897902,377897902,20240624
2000536,100122,6001,XAF,290544193,290544193,20250327
2000537,100348,1001,XAF,423216981,423216981,20230728
2000538,100190,6001,XAF,454095761,454095761,20241115
2000539,100298,6001,XAF,273211386,273211386,20230419
2000540,100565,1001,XAF,346934761,346934761,20230503
2000541,100714,6001,XAF,422825753,422825753,20230903
2000542,100894,1001,XAF,137373613,137373613,20250614
2000543,100079,1001,XAF,490319303,490319303,20251103
2000544,100584,6001,XAF,106270415,106270415,20240702
2000545,100322,6001,XAF,155178528,155178528,20231119
2000546,100300,6001,USD,417093965,417093965,20251120
2000547,100710,1001,XAF,75015969,75015969,20251021
2000548,100219,1001,XAF,39206016,39206016,20231027
2000549,100120,6001,XAF,189244992,189244992,20250503
2000550,100595,6001,XAF,221955307,221955307,20251014
2000551,100340,1001,XAF,68834867,68834867,20250122
2000552,100960,6001,XAF,485683969,485683969,20251105
2000553,100427,1001,XAF,134868068,134868068,20250101
2000554,100351,6001,XAF,326973760,326973760,20251002
2000555,100280,6001,XAF,493644109,493644109,20230324
2000556,100209,1001,XAF,116220787,116220787,20240116
2000557,100444,6001,XAF,55278055,55278055,20240104
2000558,100844,6001,XAF,402500778,402500778,20250730
2000559,100999,1001,XAF,116301356,116301356,20250506
2000560,100283,1001,EUR,443019957,443019957,20241124
2000561,100033,1001,USD,257372818,257372818,20240306
2000562,100890,6001,XAF,473328540,473328540,20250510
2000563,100566,6001,XAF,306640673,306640673,20230722
2000564,100406,1001,XAF,237365578,237365578,20241231
2000565,100819,6001,XAF,64446740,64446740,20240801
2000566,100170,1001,XAF,238444744,238444744,20250203
2000567,100074,1001,XAF,316742845,316742845,20250611
2000568,100110,6001,XAF,312577878,312577878,20240716
2000569,100686,6001,XAF,115916989,115916989,20230810
2000570,100822,1001,XAF,265513118,265513118,20240813
2000571,100349,6001,XAF,427178976,427178976,20250208
2000572,100392,1001,XAF,261715012,261715012,20230501
2000573,100551,6001,USD,36611465,36611465,20251021
2000574,100717,6001,XAF,51347067,51347067,20240117
2000575,100457,6001,XAF,101220478,101220478,20230318
2000576,100717,1001,XAF,76234049,76234049,20241211
2000577,100274,1001,XAF,65206606,65206606,20240312
2000578,100542,1001,USD,328909429,328909429,20240827
2000579,100807,6001,XAF,227451220,227451220,20240413
2000580,100205,1001,XAF,174869162,174869162,20231005
2000581,100370,6001,XAF,45986096,45986096,20240326
2000582,100928,6001,XAF,397001002,397001002,20230530
2000583,100492,6001,XAF,418658826,418658826,20231002
2000584,100250,1001,XAF,252920716,252920716,20241111
2000585,100055,1001,USD,64365580,64365580,20230916
2000586,100753,1001,XAF,396016148,396016148,20250415
2000587,100155,1001,XAF,146041998,146041998,20251005
2000588,100869,6001,XAF,207151048,207151048,20251108
2000589,100896,1001,XAF,54826435,54826435,20250427
2000590,100673,1001,XAF,269958763,269958763,20240723
2000591,100620,1001,XAF,191715513,191715513,20250312
2000592,100412,1001,XAF,489903523,489903523,20230718
2000593,100387,1001,XAF,94137596,94137596,20240930
2000594,100756,1001,XAF,38193968,38193968,20251017
2000595,100867,1001,XAF,211162303,211162303,20251122
2000596,100791,6001,XAF,479623937,479623937,20251109
2000597,100129,6001,XAF,360623707,360623707,20240402
2000598,100934,1001,XAF,59252579,59252579,20230629
2000599,100575,6001,XAF,156833069,156833069,20240807
2000600,100825,1001,XAF,247345269,247345269,20240211
2000601,100566,6001,XAF,197340086,197340086,20231216
2000602,100656,1001,XAF,111576155,111576155,20230610
2000603,100314,1001,XAF,181838009,181838009,20251009
2000604,100566,6001,XAF,62478056,62478056,20230715
2000605,100641,6001,XAF,331144334,331144334,20240602
2000606,100816,1001,XAF,438693378,438693378,20250801
2000607,100737,1001,XAF,498751923,498751923,20230323
2000608,100806,6001,XAF,167261051,167261051,20230603
2000609,100281,6001,XAF,357246421,357246421,20251015
2000610,100819,1001,XAF,466429389,466429389,20240211
2000611,100779,1001,USD,63267862,63267862,20240810
2000612,100889,6001,XAF,409883853,409883853,20231211
2000613,100176,1001,XAF,403677000,403677000,20241103
2000614,100284,1001,XAF,480598979,480598979,20251209
2000615,100985,1001,XAF,375680033,375680033,20250620
2000616,100675,1001,XAF,332578392,332578392,20240222
2000617,100969,6001,XAF,436079230,436079230,20250518
2000618,100389,1001,XAF,142090131,142090131,20251003
2000619,100574,1001,XAF,424655321,424655321,20240803
2000620,100920,1001,XAF,246464151,246464151,20250224
2000621,100264,6001,XAF,226174761,226174761,20250709
2000622,100716,6001,XAF,227424334,227424334,20250323
2000623,100949,1001,XAF,104808698,104808698,20230828
2000624,100124,1001,XAF,442326342,442326342,20250303
2000625,100747,6001,XAF,218679184,218679184,20251022
2000626,100180,6001,XAF,466602887,466602887,20240918
2000627,100390,1001,XAF,248876858,248876858,20231229
2000628,100874,6001,EUR,24905430,24905430,20231120
2000629,100374,1001,EUR,110960463,110960463,20231017
2000630,100919,6001,XAF,424541202,424541202,20250414
2000631,100184,6001,XAF,112477663,112477663,20240714
2000632,100461,1001,XAF,473433843,473433843,20250813
2000633,100508,1001,XAF,333575585,333575585,20231109
2000634,100957,1001,XAF,91243069,91243069,20250213
2000635,100114,6001,XAF,173552937,173552937,20250910
2000636,100965,1001,XAF,163738101,163738101,20241125
2000637,100864,6001,EUR,107257267,107257267,20250515
2000638,100549,1001,USD,316658762,316658762,20240408
2000639,100492,6001,XAF,266425953,266425953,20241111
2000640,100848,1001,XAF,202861500,202861500,20250608
2000641,100792,6001,XAF,428263285,428263285,20240314
2000642,100871,1001,XAF,407220361,407220361,20240209
2000643,100686,1001,XAF,228325734,228325734,20240119
2000644,100233,1001,XAF,32075834,32075834,20230725
2000645,100308,1001,XAF,224082803,224082803,20230614
2000646,100735,6001,XAF,28989150,28989150,20231003
2000647,100692,1001,XAF,471295457,471295457,20250318
2000648,100876,6001,XAF,145267982,145267982,20250925
2000649,100128,6001,XAF,141423833,141423833,20240802
2000650,100673,6001,USD,260789959,260789959,20250530
2000651,100754,6001,EUR,28037470,28037470,20240820
2000652,100758,6001,XAF,211671905,211671905,20250506
2000653,100162,1001,XAF,408438095,408438095,20250520
2000654,100099,1001,XAF,141840854,141840854,20251015
2000655,100838,6001,XAF,175982937,175982937,20251128
2000656,100447,6001,USD,447375530,447375530,20240918
2000657,100298,6001,XAF,117613538,117613538,20231209
2000658,100067,6001,XAF,187669720,187669720,20240314
2000659,100090,6001,XAF,398473973,398473973,20250527
2000660,100336,6001,XAF,129482454,129482454,20231020
2000661,100313,6001,XAF,246077407,246077407,20250329
2000662,100518,6001,XAF,45615486,45615486,20240310
2000663,100819,1001,XAF,167219340,167219340,20231119
2000664,100689,1001,XAF,443014287,443014287,20240223
2000665,100991,6001,XAF,471503238,471503238,20250620
2000666,100827,6001,XAF,406038896,406038896,20230608
2000667,100521,1001,XAF,175174005,175174005,20250316
2000668,100024,6001,XAF,305312610,305312610,20240914
2000669,100192,1001,XAF,147179663,147179663,20230621
2000670,100400,6001,XAF,205459993,205459993,20250804
2000671,100124,6001,XAF,499679351,499679351,20230730
2000672,100330,6001,XAF,246229948,246229948,20230802
2000673,100926,1001,EUR,475405132,475405132,20241030
2000674,100013,6001,USD,406622399,406622399,20250525
2000675,100526,1001,XAF,120298362,120298362,20250911
2000676,100647,1001,XAF,135639269,135639269,20230625
2000677,100253,1001,XAF,123523549,123523549,20250124
2000678,100232,1001,USD,431131788,431131788,20250106
2000679,100075,1001,XAF,43634749,43634749,20240416
2000680,100454,6001,XAF,37147544,37147544,20250823
2000681,100926,1001,XAF,390937214,390937214,20250922
2000682,100595,1001,XAF,316145666,316145666,20240804
2000683,100273,6001,XAF,27495126,27495126,20230615
2000684,100144,1001,XAF,361687461,361687461,20251007
2000685,100141,6001,XAF,167052265,167052265,20230725
2000686,100873,1001,XAF,85166899,85166899,20240420
2000687,100217,1001,XAF,23442766,23442766,20240322
2000688,100087,6001,XAF,473042574,473042574,20231215
2000689,100787,6001,EUR,282768359,282768359,20251005
2000690,100747,6001,USD,262045173,262045173,20230828
2000691,100839,6001,XAF,432955278,432955278,20250624
2000692,100087,6001,XAF,253988122,253988122,20230908
2000693,100663,6001,XAF,263084036,263084036,20250120
2000694,100053,1001,XAF,61923442,61923442,20230810
2000695,100199,6001,XAF,345071823,345071823,20250322
2000696,100322,6001,XAF,296663484,296663484,20231218
2000697,100514,6001,EUR,285864001,285864001,20250310
2000698,100679,1001,XAF,108487634,108487634,20240804
2000699,100674,1001,XAF,421760805,421760805,20240330
2000700,100598,1001,XAF,418494136,418494136,20241118
2000701,100085,6001,XAF,39366048,39366048,20251212
2000702,100690,1001,XAF,375519255,375519255,20250119
2000703,100441,1001,USD,311244629,311244629,20231025
2000704,100545,1001,XAF,204328649,204328649,20230523
2000705,100071,1001,XAF,487148030,487148030,20240809
2000706,100083,1001,XAF,30373916,30373916,20250308
2000707,100844,1001,XAF,413143082,413143082,20250906
2000708,100087,1001,XAF,290211097,290211097,20250824
2000709,100972,1001,XAF,321017472,321017472,20230502
2000710,100524,6001,XAF,305112478,305112478,20240503
2000711,100168,1001,XAF,201522551,201522551,20250524
2000712,100867,1001,XAF,74766018,74766018,20250813
2000713,100954,1001,XAF,397406124,397406124,20241119
2000714,100246,1001,XAF,122879420,122879420,20241014
2000715,100245,6001,XAF,215098786,215098786,20240329
2000716,100461,6001,XAF,308637635,308637635,20240628
2000717,100376,6001,XAF,275200999,275200999,20250805
2000718,100909,1001,XAF,410742008,410742008,20241014
2000719,100597,1001,XAF,312593708,312593708,20231127
2000720,100410,1001,XAF,414980832,414980832,20250712
2000721,100728,1001,XAF,71795025,71795025,20230606
2000722,100200,1001,XAF,435496539,435496539,20250807
2000723,100463,1001,XAF,270349578,270349578,20230911
2000724,100353,6001,XAF,402405441,402405441,20240219
2000725,100762,6001,XAF,260800107,260800107,20230611
2000726,100352,6001,XAF,227603103,227603103,20240513
2000727,100032,1001,EUR,397596210,397596210,20250503
2000728,100377,1001,XAF,32617193,32617193,20231113
2000729,100849,6001,XAF,251706994,251706994,20250524
2000730,100785,1001,XAF,249254958,249254958,20250209
2000731,100000,1001,XAF,402011854,402011854,20250826
2000732,100340,6001,XAF,22273816,22273816,20241202
2000733,100973,1001,XAF,187896933,187896933,20250112
2000734,100092,6001,XAF,372459736,372459736,20241020
2000735,100066,1001,XAF,133201967,133201967,20230718
2000736,100772,1001,XAF,385969837,385969837,20230808
2000737,100878,1001,USD,75749702,75749702,20250626
2000738,100520,1001,USD,221858345,221858345,20241120
2000739,100404,6001,XAF,214145205,214145205,20240415
2000740,100412,1001,XAF,34585904,34585904,20230327
2000741,100982,6001,XAF,265665555,265665555,20231230
2000742,100902,6001,USD,249464517,249464517,20250110
2000743,100151,1001,XAF,69674362,69674362,20250220
2000744,100611,6001,XAF,95286642,95286642,20240604
2000745,100159,1001,EUR,53258920,53258920,20240309
2000746,100348,6001,EUR,484928412,484928412,20250520
2000747,100985,1001,XAF,295575263,295575263,20241111
2000748,100075,6001,XAF,499649958,499649958,20250823
2000749,100464,1001,USD,387247582,387247582,20250524
2000750,100714,1001,XAF,182176079,182176079,20231201
2000751,100894,1001,XAF,199029513,199029513,20250201
2000752,100776,1001,XAF,108457104,108457104,20240506
2000753,100716,6001,XAF,325543186,325543186,20250821
2000754,100077,6001,XAF,225269832,225269832,20240912
2000755,100150,6001,XAF,275087771,275087771,20231101
2000756,100761,6001,EUR,206439158,206439158,20251129
2000757,100002,6001,XAF,487698780,487698780,20250706
2000758,100311,6001,EUR,71670299,71670299,20230722
2000759,100172,1001,XAF,441724653,441724653,20230815
2000760,100257,1001,XAF,319274401,319274401,20240309
2000761,100119,1001,XAF,242519795,242519795,20230703
2000762,100509,6001,XAF,302652214,302652214,20250721
2000763,100787,1001,XAF,304285839,304285839,20251021
2000764,100956,6001,USD,220983449,220983449,20230912
2000765,100126,6001,USD,477434436,477434436,20240310
2000766,100492,6001,XAF,496598006,496598006,20240731
2000767,100626,1001,USD,255033613,255033613,20230920
2000768,100719,1001,XAF,109414821,109414821,20250429
2000769,100901,1001,EUR,145759153,145759153,20250912
2000770,100781,1001,EUR,26856086,26856086,20250125
2000771,100508,6001,XAF,482355132,482355132,20250212
2000772,100895,1001,XAF,287643207,287643207,20250714
2000773,100981,1001,XAF,206004299,206004299,20241216
2000774,100544,6001,XAF,427298320,427298320,20250215
2000775,100115,6001,USD,337651475,337651475,20230610
2000776,100913,6001,XAF,417723543,417723543,20240904
2000777,100924,1001,XAF,283526880,283526880,20250902
2000778,100634,1001,XAF,262867084,262867084,20250428
2000779,100675,6001,EUR,208439144,208439144,20230913
2000780,100058,6001,XAF,353592164,353592164,20231106
2000781,100214,6001,XAF,193769593,193769593,20240809
2000782,100794,1001,XAF,434784899,434784899,20230503
2000783,100788,1001,XAF,194771444,194771444,20231114
2000784,100909,6001,XAF,199509911,199509911,20230812
2000785,100967,1001,XAF,362415434,362415434,20230925
2000786,100676,6001,EUR,364740967,364740967,20240819
2000787,100887,1001,EUR,210508720,210508720,20250120
2000788,100737,1001,XAF,199643387,199643387,20251013
2000789,100194,1001,XAF,31711576,31711576,20230815
2000790,100911,1001,XAF,314794472,314794472,20250919
2000791,100204,1001,XAF,119274509,119274509,20231024
2000792,100699,1001,XAF,94609013,94609013,20230515
2000793,100983,6001,XAF,30326916,30326916,20250716
2000794,100833,1001,XAF,61946538,61946538,20240918
2000795,100807,1001,XAF,312986134,312986134,20241026
2000796,100445,6001,XAF,116950627,116950627,20230414
2000797,100443,1001,XAF,63741766,63741766,20240311
2000798,100872,1001,XAF,243825278,243825278,20231115
2000799,100950,6001,XAF,103354455,103354455,20240729
2000800,100217,6001,XAF,23571257,23571257,20250804
2000801,100682,6001,XAF,465021362,465021362,20230609
2000802,100324,6001,XAF,133592075,133592075,20230404
2000803,100458,1001,XAF,312612343,312612343,20231019
2000804,100027,1001,XAF,24152094,24152094,20250317
2000805,100021,6001,XAF,404598142,404598142,20240319
2000806,100284,6001,XAF,427347310,427347310,20240612
2000807,100531,6001,XAF,48386371,48386371,20250624
2000808,100657,1001,XAF,328457815,328457815,20250402
2000809,100380,6001,XAF,132296475,132296475,20241118
2000810,100392,1001,XAF,157670316,157670316,20230811
2000811,100650,1001,XAF,301000475,301000475,20240503
2000812,100384,1001,XAF,434588817,434588817,20250303
2000813,100891,6001,XAF,262749985,262749985,20250416
2000814,100790,1001,XAF,362574107,362574107,20250420
2000815,100917,6001,XAF,338335815,338335815,20250211
2000816,100257,1001,USD,300402285,300402285,20240505
2000817,100649,1001,EUR,29991761,29991761,20250821
2000818,100801,6001,XAF,232577506,232577506,20230717
2000819,100809,6001,XAF,156495281,156495281,20231202
2000820,100989,6001,XAF,368353191,368353191,20250527
2000821,100131,6001,XAF,210802134,210802134,20240915
2000822,100126,6001,XAF,202738432,202738432,20230906
2000823,100290,6001,XAF,109631764,109631764,20231020
2000824,100475,6001,XAF,134073298,134073298,20250106
2000825,100091,1001,XAF,78074507,78074507,20241110
2000826,100947,6001,XAF,358078374,358078374,20231201
2000827,100265,1001,XAF,114604339,114604339,20230503
2000828,100627,1001,USD,399911265,399911265,20231019
2000829,100473,1001,XAF,285006398,285006398,20240915
2000830,100311,1001,XAF,452087220,452087220,20230716
2000831,100258,1001,XAF,109942135,109942135,20250224
2000832,100389,6001,XAF,364108621,364108621,20250818
2000833,100150,6001,XAF,160010784,160010784,20231216
2000834,100562,6001,XAF,267903209,267903209,20240822
2000835,100925,1001,XAF,186214864,186214864,20231205
2000836,100459,1001,XAF,232636588,232636588,20250105
2000837,100282,6001,XAF,194097496,194097496,20240122
2000838,100361,1001,XAF,427495897,427495897,20231017
2000839,100019,1001,XAF,228207956,228207956,20240320
2000840,100465,6001,XAF,400863975,400863975,20240903
2000841,100551,1001,XAF,69484779,69484779,20250718
2000842,100492,6001,EUR,93686962,93686962,20240711
2000843,100866,1001,XAF,420792914,420792914,20250629
2000844,100030,1001,XAF,195509725,195509725,20241006
2000845,100841,6001,XAF,393554504,393554504,20230625
2000846,100048,6001,XAF,443747449,443747449,20250822
2000847,100676,1001,XAF,397628719,397628719,20240312
2000848,100226,1001,USD,387988061,387988061,20240912
2000849,100644,6001,XAF,296109136,296109136,20230918
2000850,100231,1001,XAF,230529080,230529080,20241121
2000851,100082,1001,XAF,387579869,387579869,20230528
2000852,100209,1001,XAF,488307987,488307987,20230924
2000853,100109,6001,XAF,366861496,366861496,20240122
2000854,100581,1001,EUR,478868217,478868217,20241013
2000855,100016,1001,XAF,403401174,403401174,20240414
2000856,100799,6001,XAF,81993411,81993411,20230611
2000857,100559,6001,XAF,285300682,285300682,20250826
2000858,100760,6001,XAF,56138853,56138853,20240218
2000859,100630,6001,XAF,451244814,451244814,20230321
2000860,100804,6001,EUR,44489349,44489349,20230825
2000861,100742,1001,XAF,420457737,420457737,20240501
2000862,100332,1001,EUR,236861899,236861899,20241213
2000863,100613,6001,USD,168264282,168264282,20230429
2000864,100787,1001,EUR,332461784,332461784,20230508
2000865,100362,6001,XAF,231501082,231501082,20231114
2000866,100851,6001,USD,231358956,231358956,20250403
2000867,100462,6001,XAF,77562303,77562303,20250409
2000868,100929,6001,XAF,228554159,228554159,20240224
2000869,100766,1001,XAF,165017094,165017094,20250320
2000870,100208,1001,XAF,161665010,161665010,20230421
2000871,100793,6001,XAF,443967765,443967765,20231122
2000872,100946,6001,XAF,108904128,108904128,20250611
2000873,100613,1001,XAF,234925815,234925815,20250626
2000874,100611,1001,XAF,415137652,415137652,20240810
2000875,100497,1001,XAF,454795274,454795274,20251203
2000876,100402,6001,USD,298675378,298675378,20241206
2000877,100128,1001,XAF,343712017,343712017,20251001
2000878,100155,1001,XAF,326271664,326271664,20240803
2000879,100290,1001,XAF,226336068,226336068,20240801
2000880,100639,6001,XAF,160750825,160750825,20231228
2000881,100800,1001,XAF,161219068,161219068,20250307
2000882,100293,1001,XAF,199673817,199673817,20250729
2000883,100165,6001,XAF,168950928,168950928,20250502
2000884,100260,6001,XAF,183305233,183305233,20250311
2000885,100393,1001,XAF,261010161,261010161,20240520
2000886,100695,6001,XAF,126852386,126852386,20240115
2000887,100551,1001,XAF,167277967,167277967,20251109
2000888,100570,6001,XAF,432691818,432691818,20231102
2000889,100166,1001,XAF,82632433,82632433,20240110
2000890,100031,6001,XAF,147474979,147474979,20241012
2000891,100106,6001,XAF,34265395,34265395,20241011
2000892,100406,6001,XAF,255697340,255697340,20240223
2000893,100582,1001,XAF,485247312,485247312,20251020
2000894,100296,6001,XAF,226194478,226194478,20240307
2000895,100067,1001,XAF,282760094,282760094,20240917
2000896,100676,1001,XAF,253272115,253272115,20231222
2000897,100702,6001,XAF,71110448,71110448,20231206
2000898,100491,6001,XAF,474434670,474434670,20230918
2000899,100096,1001,XAF,181507697,181507697,20230923
2000900,100008,1001,USD,115018862,115018862,20250212
2000901,100720,6001,XAF,486040544,486040544,20250331
2000902,100520,1001,USD,265924107,265924107,20231219
2000903,100203,1001,EUR,442039689,442039689,20240404
2000904,100532,6001,EUR,68549313,68549313,20241122
2000905,100379,1001,XAF,245025751,245025751,20240209
2000906,100086,1001,XAF,142279016,142279016,20240305
2000907,100566,6001,XAF,97566561,97566561,20230506
2000908,100717,1001,XAF,482049161,482049161,20230616
2000909,100316,6001,XAF,116684627,116684627,20231210
2000910,100204,6001,XAF,93170692,93170692,20250820
2000911,100888,1001,USD,390439303,390439303,20230608
2000912,100687,6001,XAF,401748273,401748273,20230503
2000913,100129,1001,XAF,448089603,448089603,20230508
2000914,100786,1001,XAF,266140919,266140919,20250125
2000915,100167,1001,XAF,336260040,336260040,20250729
2000916,100056,1001,XAF,72453533,72453533,20250731
2000917,100195,6001,XAF,411573272,411573272,20230530
2000918,100518,6001,EUR,249127794,249127794,20241215
2000919,100404,1001,XAF,434996236,434996236,20250911
2000920,100336,6001,XAF,401089197,401089197,20241105
2000921,100942,6001,XAF,401797062,401797062,20230414
2000922,100462,1001,XAF,161304063,161304063,20230509
2000923,100212,1001,XAF,74782330,74782330,20251015
2000924,100594,6001,XAF,47144027,47144027,20241214
2000925,100738,6001,XAF,28050878,28050878,20251005
2000926,100203,6001,XAF,144909686,144909686,20240301
2000927,100881,6001,XAF,451965354,451965354,20230624
2000928,100025,1001,EUR,242968362,242968362,20251125
2000929,100265,6001,USD,217922210,217922210,20250129
2000930,100526,1001,USD,323700750,323700750,20250618
2000931,100702,1001,XAF,51560967,51560967,20230501
2000932,100138,6001,XAF,144434861,144434861,20251123
2000933,100087,6001,XAF,140946031,140946031,20250430
2000934,100327,1001,XAF,204600215,204600215,20230428
2000935,100714,1001,XAF,66991997,66991997,20250823
2000936,100927,1001,XAF,430928630,430928630,20241116
2000937,100445,6001,XAF,45931333,45931333,20250926
2000938,100781,6001,XAF,332783876,332783876,20250224
2000939,100660,1001,XAF,115058520,115058520,20240101
2000940,100448,1001,XAF,421315828,421315828,20250804
2000941,100039,1001,XAF,373544573,373544573,20230320
2000942,100080,1001,XAF,499583330,499583330,20240721
2000943,100676,6001,XAF,249423856,249423856,20241125
2000944,100700,6001,XAF,383862204,383862204,20230926
2000945,100297,6001,XAF,229508800,229508800,20250526
2000946,100979,6001,XAF,144793220,144793220,20251127
2000947,100688,6001,XAF,228768000,228768000,20230711
2000948,100246,1001,XAF,289343256,289343256,20231029
2000949,100447,1001,XAF,376325199,376325199,20240928
2000950,100219,1001,XAF,315593764,315593764,20250123
2000951,100155,6001,XAF,387420381,387420381,20230612
2000952,100184,1001,XAF,315882220,315882220,20251107
2000953,100480,1001,XAF,33346653,33346653,20250708
2000954,100689,1001,XAF,421646846,421646846,20250615
2000955,100273,6001,XAF,105081583,105081583,20230427
2000956,100314,1001,XAF,126503753,126503753,20250320
2000957,100081,6001,USD,141624500,141624500,20241214
2000958,100439,1001,XAF,311789239,311789239,20250323
2000959,100621,6001,XAF,65000663,65000663,20240901
2000960,100008,1001,XAF,356852434,356852434,20250729
2000961,100713,6001,EUR,424384121,424384121,20240202
2000962,100344,1001,XAF,204325235,204325235,20230515
2000963,100271,6001,XAF,376401801,376401801,20230528
2000964,100404,6001,USD,244756007,244756007,20240228
2000965,100575,1001,XAF,331470559,331470559,20240621
2000966,100282,6001,USD,45697591,45697591,20251003
2000967,100264,6001,XAF,449205004,449205004,20240105
2000968,100415,6001,USD,380800614,380800614,20250310
2000969,100838,1001,XAF,450617113,450617113,20230822
2000970,100149,1001,XAF,281252456,281252456,20240229
2000971,100436,1001,XAF,366807883,366807883,20250122
2000972,100750,1001,XAF,324020835,324020835,20250528
2000973,100627,1001,USD,323749397,323749397,20240820
2000974,100651,6001,XAF,420906213,420906213,20230725
2000975,100373,1001,XAF,267634430,267634430,20240428
2000976,100539,1001,XAF,77476863,77476863,20230531
2000977,100550,1001,XAF,430053598,430053598,20240704
2000978,100997,1001,XAF,46967394,46967394,20230413
2000979,100299,1001,EUR,298143579,298143579,20241226
2000980,100044,6001,XAF,272757644,272757644,20240302
2000981,100606,1001,XAF,164436539,164436539,20250330
2000982,100064,6001,XAF,269825226,269825226,20240727
2000983,100418,1001,XAF,168802692,168802692,20240224
2000984,100992,1001,USD,101416333,101416333,20241215
2000985,100188,1001,XAF,331448373,331448373,20241227
2000986,100572,1001,XAF,460669372,460669372,20240324
2000987,100121,1001,XAF,441672226,441672226,20230610
2000988,100626,6001,XAF,51377123,51377123,20240921
2000989,100341,1001,XAF,494054833,494054833,20240623
2000990,100795,1001,XAF,367174663,367174663,20231107
2000991,100168,6001,XAF,258602382,258602382,20231208
2000992,100153,1001,XAF,426382141,426382141,20240205
2000993,100485,6001,XAF,83006843,83006843,20240720
2000994,100439,6001,XAF,164653698,164653698,20230908
2000995,100078,1001,EUR,172154971,172154971,20230711
2000996,100971,6001,XAF,249713243,249713243,20230831
2000997,100611,6001,XAF,25228895,25228895,20240301
2000998,100702,6001,XAF,296390121,296390121,20241022
2000999,100865,6001,XAF,487040730,487040730,20250722
2001000,100578,6001,XAF,258908034,258908034,20231007
2001001,100715,1001,XAF,87143840,87143840,20241226
2001002,100037,1001,USD,69257167,69257167,20240724
2001003,100042,1001,XAF,358565534,358565534,20250326
2001004,100873,6001,XAF,150062409,150062409,20250930
2001005,100498,1001,XAF,266601420,266601420,20230519
2001006,100625,6001,XAF,296880828,296880828,20250730
2001007,100359,1001,XAF,442179018,442179018,20250920
2001008,100921,6001,XAF,456691619,456691619,20240829
2001009,100930,6001,XAF,499818311,499818311,20240322
2001010,100060,6001,XAF,28475886,28475886,20231029
2001011,100430,6001,XAF,147460118,147460118,20240625
2001012,100700,1001,EUR,328826920,328826920,20230901
2001013,100036,6001,XAF,294729566,294729566,20230508
2001014,100940,1001,XAF,455532738,455532738,20250412
2001015,100441,6001,USD,362402809,362402809,20250401
2001016,100974,1001,USD,241976960,241976960,20240316
2001017,100685,6001,XAF,200028069,200028069,20231203
2001018,100333,6001,XAF,74444974,74444974,20230922
2001019,100806,6001,USD,248069244,248069244,20250930
2001020,100279,6001,XAF,96997620,96997620,20240514
2001021,100555,1001,EUR,291078483,291078483,20230414
2001022,100901,1001,XAF,412407448,412407448,20240628
2001023,100078,1001,XAF,156850661,156850661,20230415
2001024,100127,6001,XAF,118294262,118294262,20231129
2001025,100654,1001,XAF,357007306,357007306,20231215
2001026,100322,6001,USD,329816363,329816363,20230329
2001027,100036,6001,XAF,146960683,146960683,20250401
2001028,100266,1001,XAF,440244433,440244433,20250821
2001029,100801,6001,XAF,373487178,373487178,20230524
2001030,100080,6001,XAF,22917356,22917356,20230904
2001031,100463,1001,EUR,355615928,355615928,20230805
2001032,100301,1001,XAF,69354968,69354968,20240105
2001033,100497,1001,XAF,375228772,375228772,20240518
2001034,100549,1001,XAF,259281513,259281513,20230408
2001035,100603,1001,USD,471755237,471755237,20240325
2001036,100867,1001,XAF,88989264,88989264,20250914
2001037,100177,6001,XAF,429951745,429951745,20250425
2001038,100419,6001,XAF,201219739,201219739,20240211
2001039,100371,1001,XAF,337876346,337876346,20231002
2001040,100061,1001,XAF,93422544,93422544,20250304
2001041,100995,6001,XAF,321954859,321954859,20230625
2001042,100840,6001,XAF,395886681,395886681,20241024
2001043,100614,6001,EUR,469023574,469023574,20240809
2001044,100962,1001,XAF,224307670,224307670,20230402
2001045,100001,6001,EUR,209832937,209832937,20250830
2001046,100868,1001,XAF,352283422,352283422,20231207
2001047,100221,6001,USD,459830133,459830133,20250119
2001048,100636,1001,USD,105528369,105528369,20250311
2001049,100891,6001,XAF,88893652,88893652,20250613
2001050,100459,1001,XAF,405561481,405561481,20230427
2001051,100267,1001,XAF,27625890,27625890,20230702
2001052,100238,1001,XAF,111519131,111519131,20230911
2001053,100331,6001,XAF,256497859,256497859,20240427
2001054,100087,6001,USD,106568790,106568790,20250208
2001055,100582,6001,XAF,285950655,285950655,20230508
2001056,100902,1001,XAF,404726011,404726011,20240521
2001057,100428,1001,EUR,433443995,433443995,20250125
2001058,100513,6001,XAF,299934935,299934935,20240611
2001059,100122,6001,XAF,205978119,205978119,20240708
2001060,100499,6001,USD,488789070,488789070,20251022
2001061,100803,1001,XAF,131919587,131919587,20240903
2001062,100609,1001,XAF,50458763,50458763,20230408
2001063,100657,6001,XAF,155692251,155692251,20240620
2001064,100247,1001,XAF,207648341,207648341,20250120
2001065,100746,6001,XAF,475225170,475225170,20241118
2001066,100133,6001,XAF,485564518,485564518,20230520
2001067,100047,1001,XAF,83882437,83882437,20250709
2001068,100353,6001,XAF,303288828,303288828,20240105
2001069,100631,1001,XAF,174293448,174293448,20240426
2001070,100605,1001,XAF,101685373,101685373,20240806
2001071,100916,1001,XAF,233809623,233809623,20240123
